TOMO 03 — BESTIARIO, NPC Y COMPAÑEROS

Fuente operativa de enemigos, criaturas, NPC, compañeros y amenazas.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Balance final de amenazas

### Prueba matemática de mesa
Antes de cambiar una ficha, probarla contra tres armas de su etapa: una débil, una estándar y una fuerte. Si la amenaza muere antes o después de la duración ideal, marcar la ficha para balance en vez de corregirla de forma destructiva.

| Resultado de prueba | Acción editorial |
|---|---|
| muere demasiado rápido | revisar PV, defensa, cantidad o cobertura |
| dura demasiado | revisar PV, DR/ER/RR, debilidad o daño mínimo |
| no amenaza al grupo | revisar daño, táctica o número |
| elimina al grupo sin margen | revisar daño, AP, cantidad o telegráfico narrativo |

### Escalado por jugadores
1 jugador usa el mínimo de enemigos. 2 jugadores usan cantidad base. 3 jugadores agregan menores o cobertura. 4 jugadores agregan oleadas, líder o presión de objetivo. No duplicar jefes salvo escena final.

TOMO 03 — BESTIARIO: BALANCE Y ESCALADO DE COMBATE

1. DURACION ESPERADA POR AMENAZA
| Amenaza | Rol | Duracion ideal |
|---:|---|---|
| 1-2 | plaga, fauna menor, enemigo ambiental | 1-2 turnos |
| 3-4 | saqueador, robot basico, criatura comun | 2-3 turnos |
| 5-6 | enemigo tactico, supermutante, synth fuerte | 3-5 turnos |
| 7-8 | elite, jefe menor, criatura apex local | 5-7 turnos |
| 9-10 | jefe de escena o amenaza final | escena completa |

2. LECTURA DE AP EN ENEMIGOS
AP en fichas de enemigo significa Puntos de Accion tacticos del enemigo. Si una mesa quiere simplificar:
- AP bajo: 1 accion + movimiento corto.
- AP medio: 1 accion + movimiento normal + reaccion simple.
- AP alto: 2 acciones o accion fuerte + movimiento.

3. ESCALADO POR NUMERO DE JUGADORES
- No duplicar elites automaticamente.
- Primero aumentar enemigos menores.
- Segundo agregar cobertura, alarma o refuerzo.
- Tercero mejorar posicion tactica.
- Solo aumentar PV si la escena debe ser jefe o amenaza final.

4. MARCAS DE BALANCE
Si una ficha no cumple duracion esperada, no se modifica de inmediato. Se marca:
REQUIERE_BALANCE_PV, REQUIERE_BALANCE_DANO, REQUIERE_BALANCE_DEFENSA o REQUIERE_BALANCE_AMENAZA.


Resultado de auditoría:
- No se modifican PV, AP, DR, ER, RR, daño ni amenaza existentes.
- Cualquier cambio numérico futuro debe pasar por prueba de 3 rondas: inicio, medio y alto.
- Enemigos con PV alto y amenaza baja quedan marcados para revisión contextual: pueden ser pasivos, ambientales o resistentes pero poco letales.
- Enemigos con daño alto y AP alto deben revisarse contra armaduras del Tomo 05 para evitar muerte súbita.
- Regla de seguridad: ningún enemigo normal debería requerir más de 6-8 impactos medios salvo jefe, criatura apex, servoarmadura, robot pesado o escena final.
- Información eliminada: 0.

Criterio aplicado:
- No se cambian valores de PV, AP, daño, DR, ER ni RR en fichas existentes.
- La simulación se agrega como capa de auditoría para decidir ajustes posteriores sin destruir datos.
- AP sigue significando Puntos de Acción.
- Fórmula provisional de test: mitigación por tramo de defensa + daño mínimo táctico. No reemplaza Tomo 01; sirve para detectar bloqueos.

### Distribución real detectada en los tomos
| Métrica | Muestras | P10 | P25 | P50 | P75 | P90 |
|---|---:|---:|---:|---:|---:|---:|
| PV enemigos Tomo 03 | 213 | 85.0 | 210.0 | 500.0 | 1000.0 | 1800.0 |
| DR enemigos Tomo 03 | 213 | 15.0 | 45.0 | 95.0 | 180.0 | 260.0 |
| ER enemigos Tomo 03 | 213 | 5.0 | 35.0 | 80.0 | 140.0 | 208.0 |
| Amenaza enemigos Tomo 03 | 213 | 1.1 | 1.5 | 2.2 | 3.1 | 4.2 |
| Daño base armas Tomo 04 | 106 | 22.0 | 28.0 | 45.0 | 55.0 | 150.0 |
| Coste AP armas Tomo 04 | 99 | 20.0 | 25.0 | 28.0 | 35.0 | 42.0 |
| DR armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |
| ER armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |

### Fórmula de test usada en esta simulación
- Defensa 0–25: reduce 0 daño.
- Defensa 26–75: reduce 5 daño.
- Defensa 76–150: reduce 10 daño.
- Defensa 151–250: reduce 20 daño.
- Defensa 251–400: reduce 35 daño.
- Defensa 401+: reduce 50 daño.
- Si el arma puede afectar al objetivo pero el cálculo baja a 0, usar daño mínimo táctico: máximo entre 1 y 10% del daño base.
- Rondas de referencia: se calcula con presupuesto abstracto de 100 AP tácticos para comparar armas; no sustituye la economía oficial del Tomo 01.

### Resultado de simulación representativa
| Arma | Enemigo | Amenaza | PV | DR/ER | Daño efectivo | Impactos | Rondas ref. | Estado |
Criterio aplicado en esta iteración:
- Tomo 01 y Tomo 10 quedan intactos. No se modifica su texto, reglas ni orden interno.
- Este tomo se ajusta para alinearse con Tomo 01 como regla core y Tomo 10 como supervivencia avanzada, sin duplicarlos.
- No se elimina información: lo dudoso se conserva como referencia, alias o apéndice de revisión.
- Se refuerzan IDs, cruces, separación base/DLC/Creation Club/cortado/local y uso correcto de AP como Puntos de Acción.
- Las fichas principales conservan su contenido; los ajustes nuevos son capas de normalización editorial y jugable.

## Ajuste específico del Tomo 03 — Bestiario, NPC y compañeros

Estado después del ajuste: el Tomo 03 se mantiene como fuente única de estadísticas. No se cambian PV, DR, ER, RR, daño ni amenaza en esta pasada; se agrega una capa de interpretación para que el balance pueda probarse sin destruir fichas existentes.

### Aclaración obligatoria sobre AP en bestiario
En este tomo, AP sigue significando Puntos de Acción. Cuando aparece en una criatura o NPC, se interpreta como reserva táctica o capacidad de activación del enemigo, no como una regla distinta a la del Tomo 01. Si una ficha usa AP solo como dato convertido del videojuego, debe marcarse en revisión como “AP enemigo pendiente de conversión”.

### Escala provisional de amenaza 1-10
| Amenaza | Lectura de mesa | Uso recomendado |
|---:|---|---|
| 1-2 | Ambiental o bajo riesgo | Fauna débil, civiles, enemigos aislados. |
| 3-4 | Encuentro común | Raiders, animales hostiles, robots menores. |
| 5-6 | Encuentro serio | Grupos armados, mutantes, interiores peligrosos. |
| 7-8 | Amenaza alta | Jefes de zona, criaturas pesadas, escuadras organizadas. |
| 9-10 | Apex / final de escena | Deathclaws, robots pesados, jefes narrativos o eventos letales. |

### Fórmula de revisión de amenaza
Antes de maquetar, cada amenaza debe validarse con esta lectura:
Amenaza final = daño + PV efectivo + defensa + movilidad + número esperado + inteligencia táctica + condiciones de aparición.

### Cruce obligatorio desde Tomo 06
Cada enemigo normal de ubicación debe poder responder:
- ¿En qué `U-xxxx` aparece?
- ¿En qué subzona o punto exacto aparece?
- ¿Cuántos aparecen?
- ¿Con qué horario o condición aparecen?
- ¿Tiene respawn?
- ¿Es enemigo normal o enemigo propio de misión?

### Cruce obligatorio desde Tomo 02
Si una misión nombra un enemigo propio, este tomo debe tener una ficha operativa o una equivalencia clara. Si no existe, marcar como `BESTIARIO_FALTANTE` y no inventar estadísticas en la misión.

### Balance pendiente
No ajustar todavía enemigo por enemigo hasta que Tomo 04 y Tomo 05 cierren la fórmula oficial de daño contra DR/ER/RR.


Fuente externa usada para cobertura de compañeros: https://fallout.fandom.com/wiki/Fallout_4_companions

Fichas operativas con ID único: 602
- B-* bestiario base normalizado: 330
- C-* compañeros agregados: 10
- CW-* fichas curadas wiki/apéndice operativo: 235
- FAC-* facciones y grupos operativos: 27

Material no operativo conservado como apoyo:
- Anexos ampliados sin ID: 316
- Plantillas no operativas: 13
- Compañeros/NPC especiales consolidados sin ID: 5

Nota de auditoría aplicada:
- Se separó el conteo operativo del material anexo para resolver la discrepancia 602 vs 927.
- Solo las entradas con ID se consideran fichas operativas principales.
- Las ampliaciones sin ID y plantillas quedan marcadas como material de apoyo antes de maquetación final.
- No se integran imágenes en esta pasada.


## INDICE ESTADISTICO

| Grupo operativo | Fichas con ID |
| --- | --- |
| Humanos hostiles / facciones | 193 |
| Animales / fauna | 68 |
| Robots / torretas | 55 |
| Insectos y artrópodos | 49 |
| Ghouls / necrófagos | 46 |
| Criaturas mutantes | 36 |
| Synths / coursers | 32 |
| Supermutantes | 26 |
| Compañeros | 15 |
| Marítimos / anfibios | 12 |
| Aves / alienígenas / mencionados | 11 |
| Vermin / ratas topo | 9 |
| Otros / revisar | 2 |


## FICHAS NORMALIZADAS DE BESTIARIO
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-118
Nombre: Albino Radstag
Grupo operativo: Animales / fauna
Categoría: Animal mutado

Descripción:
  - Radstag raro de mayor resistencia. En términos de juego, destaca por PV 180, defensa física 35, defensa energética 20 y resistencia a radiación 50. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 180
  - AP: 60
  - DR: 35
  - ER: 20
  - RR: 50
  - Velocidad: 8/10
  - Percepción: 5/10
  - Amenaza: 1.6/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 38 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Rifles.
  - Debilidad 2: escopeta.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-137
Nombre: Cat
Grupo operativo: Animales / fauna
Categoría: Animal ambiental

Descripción:
  - Gato domestico o semisalvaje, sin rol de combate importante. En términos de juego, destaca por PV 10, defensa física 0, defensa energética 0 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 10
  - AP: 20
  - DR: 0
  - ER: 0
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 3/10
  - Amenaza: 1.1/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 0-1 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: No combatir.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-138
Nombre: Crow
Grupo operativo: Animales / fauna
Categoría: Animal ambiental

Descripción:
  - Cuervo del yermo, usado como ambiente y vigilancia visual. En términos de juego, destaca por PV 10, defensa física 0, defensa energética 0 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 10
  - AP: 30
  - DR: 0
  - ER: 0
  - RR: 0
  - Velocidad: 7/10
  - Percepción: 3/10
  - Amenaza: 1.2/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 0 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: No prioritario.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-120
Nombre: Devolved Radstag
Grupo operativo: Animales / fauna
Categoría: Animal mutado

Descripción:
  - Ficha existente normalizada desde el tomo base.

Estadísticas:
  - PV: 380
  - AP: 70
  - DR: 70
  - ER: 45
  - RR: 100
  - Velocidad: 8/10
  - Percepción: 5/10
  - Amenaza: 2.0/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 80 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Armas automaticas.
  - Debilidad 2: distancia.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-119
Nombre: Erratic Radstag
Grupo operativo: Animales / fauna
Categoría: Animal mutado

Descripción:
  - Radstag inestable y agresivo. En términos de juego, destaca por PV 260, defensa física 45, defensa energética 30 y resistencia a radiación 75. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 260
  - AP: 65
  - DR: 45
  - ER: 30
  - RR: 75
  - Velocidad: 8/10
  - Percepción: 5/10
  - Amenaza: 1.8/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 55 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: VATS.
  - Debilidad 2: distancia.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-030
Nombre: Glowing Radstag
Grupo operativo: Animales / fauna
Categoría: Animal radiactivo

Descripción:
  - Radstag irradiado. En términos de juego, destaca por PV 260, defensa física 45, defensa energética 30 y resistencia a radiación 300. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 260
  - AP: 65
  - DR: 45
  - ER: 30
  - RR: 300
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 1.7/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 50 por impacto o acción.
- Daño a distancia 1: Radiacion menor por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Distancia.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-136
Nombre: Junkyard Dog
Grupo operativo: Animales / fauna
Categoría: Animal neutral/aliado

Descripción:
  - Perro de chatarreria, puede ser comprado o encontrado como apoyo de asentamiento. En términos de juego, destaca por PV 100-250, defensa física 15-40, defensa energética 0-10 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 100-250
  - AP: 50
  - DR: 15-40
  - ER: 0-10
  - RR: 0
  - Velocidad: 8/10
  - Percepción: 5/10
  - Amenaza: 1.5/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 20-60 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: No hostil normalmente.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-029
Nombre: Rabid Radstag
Grupo operativo: Animales / fauna
Categoría: Animal mutado

Descripción:
  - Radstag agresivo y enfermo. En términos de juego, destaca por PV 160, defensa física 25, defensa energética 10 y resistencia a radiación 50. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 160
  - AP: 60
  - DR: 25
  - ER: 10
  - RR: 50
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 1.3/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 35 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Rifles.
  - Debilidad 2: escopeta.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-028
Nombre: Radstag
Grupo operativo: Animales / fauna
Categoría: Animal mutado

Descripción:
  - Ciervo mutado, usualmente pasivo si no se le provoca. En términos de juego, destaca por PV 80, defensa física 10, defensa energética 5 y resistencia a radiación 25. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 80
  - AP: 50
  - DR: 10
  - ER: 5
  - RR: 25
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 1.1/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 15 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Cualquier arma.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-116
Nombre: Radstag Doe
Grupo operativo: Animales / fauna
Categoría: Animal mutado

Descripción:
  - Hembra de radstag, usualmente pasiva. En términos de juego, destaca por PV 65, defensa física 8, defensa energética 5 y resistencia a radiación 25. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 65
  - AP: 45
  - DR: 8
  - ER: 5
  - RR: 25
  - Velocidad: 8/10
  - Percepción: 3/10
  - Amenaza: 1.2/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 8 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Cualquier arma.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-117
Nombre: Radstag Yearling
Grupo operativo: Animales / fauna
Categoría: Animal mutado

Descripción:
  - Radstag joven, baja amenaza. En términos de juego, destaca por PV 45, defensa física 5, defensa energética 5 y resistencia a radiación 25. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 45
  - AP: 40
  - DR: 5
  - ER: 5
  - RR: 25
  - Velocidad: 8/10
  - Percepción: 3/10
  - Amenaza: 1.2/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 6 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Cualquier arma.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-168
Nombre: Codsworth
Grupo operativo: Compañeros
Categoría: Robot companero

Descripción:
  - Mr. Handy domestico del protagonista. En términos de juego, destaca por PV 500-1400, defensa física 80-180, defensa energética 120-260 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 500-1400
  - AP: 0
  - DR: 80-180
  - ER: 120-260
  - RR: 0
  - Velocidad: 7/10
  - Percepción: 5/10
  - Amenaza: 2.6/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: Sierra 80-180 por impacto o acción.
- Daño a distancia 1: Flamer/laser segun mods por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Aliado.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-169
Nombre: Curie robot
Grupo operativo: Compañeros
Categoría: Robot companera

Descripción:
  - Miss Nanny cientifica antes de su cambio posible a cuerpo synth. En términos de juego, destaca por PV 450-1000, defensa física 70-160, defensa energética 120-240 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 450-1000
  - AP: 0
  - DR: 70-160
  - ER: 120-240
  - RR: 0
  - Velocidad: 7/10
  - Percepción: 5/10
  - Amenaza: 2.3/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: Sierra/ref 60 por impacto o acción.
- Daño a distancia 1: Laser/ref 100 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Aliada.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-161
Nombre: Glory
Grupo operativo: Compañeros
Categoría: Synth aliada

Descripción:
  - Synth combatiente del Ferrocarril. En términos de juego, destaca por PV 900-1500, defensa física 120-240, defensa energética 160-280 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 900-1500
  - AP: 110
  - DR: 120-240
  - ER: 160-280
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 3.7/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 120 por impacto o acción.
- Daño a distancia 1: Minigun/arma pesada ref 300 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Aliada.
  - Debilidad 2: no atacar salvo ruta hostil.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-077
Nombre: X6-88
Grupo operativo: Compañeros
Categoría: Courser compañero/NPC

Descripción:
  - Courser del Instituto y posible compañero. En términos de juego, destaca por PV 1300, defensa física 190, defensa energética 280 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1300
  - AP: 120
  - DR: 190
  - ER: 280
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 8/10
  - Amenaza: 3.2/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 120 por impacto o acción.
- Daño a distancia 1: Institute rifle 230 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: EMP/pulse.
  - Debilidad 2: explosivos.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-035
Nombre: Albino Yao Guai
Grupo operativo: Criaturas mutantes
Categoría: Bestia elite

Descripción:
  - Variante pálida de alto nivel. En términos de juego, destaca por PV 1200, defensa física 170, defensa energética 100 y resistencia a radiación 75. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1200
  - AP: 80
  - DR: 170
  - ER: 100
  - RR: 75
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 3.0/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 230 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Minas.
  - Debilidad 2: armas pesadas.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-122
Nombre: Dusky Yao Guai
Grupo operativo: Criaturas mutantes
Categoría: Bestia mamifera elite

Descripción:
  - Yao guai oscuro de alto nivel. En términos de juego, destaca por PV 1300, defensa física 190, defensa energética 90 y resistencia a radiación 100. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1300
  - AP: 85
  - DR: 190
  - ER: 90
  - RR: 100
  - Velocidad: 9/10
  - Percepción: 5/10
  - Amenaza: 3.7/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 290 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Armas pesadas.
  - Debilidad 2: distancia.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-015
Nombre: Glowing Mole Rat
Grupo operativo: Criaturas mutantes
Categoría: Criatura subterránea

Descripción:
  - Mole rat irradiado. En términos de juego, destaca por PV 130, defensa física 20, defensa energética 10 y resistencia a radiación 300. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 130
  - AP: 40
  - DR: 20
  - ER: 10
  - RR: 300
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 1.7/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 28 por impacto o acción.
- Daño a distancia 1: Radiacion menor por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Armas balísticas.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-066
Nombre: Glowing Mutant Hound
Grupo operativo: Criaturas mutantes
Categoría: Bestia radiactiva

Descripción:
  - Mutant hound irradiado. En términos de juego, destaca por PV 420, defensa física 70, defensa energética 45 y resistencia a radiación 300. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 420
  - AP: 70
  - DR: 70
  - ER: 45
  - RR: 300
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.0/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 90 por impacto o acción.
- Daño a distancia 1: Radiacion menor por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Distancia.
  - Debilidad 2: escopeta.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-034
Nombre: Glowing Yao Guai
Grupo operativo: Criaturas mutantes
Categoría: Bestia radiactiva

Descripción:
  - Yao guai irradiado. En términos de juego, destaca por PV 950, defensa física 140, defensa energética 80 y resistencia a radiación 350. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 950
  - AP: 75
  - DR: 140
  - ER: 80
  - RR: 350
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 2.9/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 190 por impacto o acción.
- Daño a distancia 1: Radiacion menor por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Explosivos.
  - Debilidad 2: distancia.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-139
Nombre: Gorilla del Instituto
Grupo operativo: Criaturas mutantes
Categoría: Criatura sintetica

Descripción:
  - Gorila creado por el Instituto para investigacion. En términos de juego, destaca por PV 800-1600, defensa física 120-220, defensa energética 140-260 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 800-1600
  - AP: 80
  - DR: 120-220
  - ER: 140-260
  - RR: 0
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 3.3/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 160-320 por impacto o acción.
- Daño a distancia 1: 0 por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Distancia.
  - Debilidad 2: energía.
  - Debilidad 3: explosivos.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-124
Nombre: Irradiated Yao Guai
Grupo operativo: Criaturas mutantes
Categoría: Bestia radiactiva

Descripción:
  - Yao guai altamente irradiado. En términos de juego, destaca por PV 1800, defensa física 240, defensa energética 130 y resistencia a radiación 500. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 1800
  - AP: 90
  - DR: 240
  - ER: 130
  - RR: 500
  - Velocidad: 8/10
  - Percepción: 5/10
  - Amenaza: 4.7/10

Ataques / daño:
  - Daño cuerpo a cuerpo 1: 340 por impacto o acción.
- Daño a distancia 1: Radiacion aura menor por impacto, proyectil, ráfaga o efecto.

Botín / equipo:
  - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.

Debilidades:
  - Debilidad 1: Servoarmadura.
  - Debilidad 2: armas pesadas.
---
## [FICHA BESTIARIO NORMALIZADA]
ID: B-013
Nombre: Mole Rat
Grupo operativo: Criaturas mutantes
Categoría: Criatura subterránea

Descripción:
  - Topo mutado que embosca desde el suelo. En términos de juego, destaca por PV 60, defensa física 8, defensa energética 0 y resistencia a radiación 50. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.

Estadísticas:
  - PV: 60
  - AP: 30
  - DR: 8
  - ER: 0
  - RR: 50
  - Velocidad: 5/10
  - Percepción: 5/10
  - Amenaza: 1.3/10

Ataques / daño:
