TOMO 09 — COLECCIONABLES

Cabezones, revistas, holocintas, notas, llaves, terminales y objetos únicos.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Validación final de coleccionables

Los coleccionables se publican con tres estados posibles: validado, operativo de mesa o pendiente de validación fina. No se inventan nombres oficiales cuando no estén confirmados.

| Estado | Uso en libro |
|---|---|
| Validado | aparece como ficha canónica completa |
| Operativo de mesa | puede usarse como pista, llave, nota o terminal sin nombre oficial |
| Pendiente | se conserva para revisión, no se elimina |

### Uso jugable
Un coleccionable debe indicar al menos: ID COL, tipo, ubicación U, subzona o punto físico, uso, riesgo, recompensa y cruce con misión/facción si aplica.

TOMO 09 — COLECCIONABLES: USO JUGABLE Y PISTAS

1. TIPO DE USO JUGABLE
Cada COL debe clasificarse como minimo en uno de estos usos:
- Bonus: entrega efecto mecanico.
- Pista: abre informacion o ruta.
- Lore: aporta contexto sin efecto directo.
- Mision: requerido para avanzar o cerrar objetivo.
- Llave/Acceso: abre puerta, terminal, caja, ruta o subzona.
- Recompensa: objeto unico, revista, cabezon, holocinta o documento valioso.

2. CUANDO UN COLECCIONABLE NO TIENE NOMBRE OFICIAL VALIDADO
No inventar nombre canonico. Usar:
COL-xxxx — Registro operativo de mesa
Nombre oficial: REQUIERE_VALIDACION
Ubicacion: U-xxxx si existe
Subzona: segun Tomo 06
Uso: pista/lore/mision/llave/recompensa

3. TERMINALES, NOTAS Y HOLOCINTAS EN MISIONES
Si una mision pide un registro, usar Tomo 09 como fuente de ID. Si no existe ficha, crear alias pendiente en vez de usar ID de bestiario, arma o ubicacion.


Criterio aplicado:
- No se elimina ninguna ficha COL previa; este bloque añade una capa operativa para los pendientes detectados en I4.6.
- Tomo 01 y Tomo 10 permanecen intactos y fuera de esta entrega.
- Las entradas de esta sección se derivan del mapa táctico textual del Tomo 06: ubicación U, subzona, terminal/objeto, AP e interacción.
- Cuando el Atlas dice 'holocinta/nota/entrada posible', el nombre es operativo y no canónico; no se inventa un nombre oficial de lore.
- Si más adelante se valida el nombre oficial de una holocinta, nota, llave o terminal, se reemplaza el nombre operativo conservando el ID COL como alias.
- AP significa siempre Puntos de Acción.

### Tabla operativa I4.7
| ID | Tipo operativo | Nombre operativo / estado | Ubicación Tomo 06 | ID U | Subzona exacta | Soporte / interacción | AP recomendado | Estado |
| COL-0245 | Terminal + Holocinta/Nota/Entrada | Registro local de ArcJet Systems — Recepcion u oficina | ArcJet Systems | U-0061 | Recepcion u oficina | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0246 | Terminal + Holocinta/Nota/Entrada | Registro local de ArcJet Systems — Laboratorio o zona tecnica | ArcJet Systems | U-0061 | Laboratorio o zona tecnica | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0247 | Terminal + Holocinta/Nota/Entrada | Registro local de Jalbert Brothers Disposal — Recepcion u oficina | Jalbert Brothers Disposal | U-0064 | Recepcion u oficina | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0248 | Terminal + Holocinta/Nota/Entrada | Registro local de Jalbert Brothers Disposal — Laboratorio o zona tecnica | Jalbert Brothers Disposal | U-0064 | Laboratorio o zona tecnica | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0249 | Terminal + Holocinta/Nota/Entrada | Registro local de Corvega assembly plant — Recepcion u oficina | Corvega assembly plant | U-0065 | Recepcion u oficina | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0250 | Terminal + Holocinta/Nota/Entrada | Registro local de Corvega assembly plant — Laboratorio o zona tecnica | Corvega assembly plant | U-0065 | Laboratorio o zona tecnica | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0251 | Terminal + Holocinta/Nota/Entrada | Registro local de Mass Gravel & Sand — Recepcion u oficina | Mass Gravel & Sand | U-0066 | Recepcion u oficina | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0252 | Terminal + Holocinta/Nota/Entrada | Registro local de Mass Gravel & Sand — Laboratorio o zona tecnica | Mass Gravel & Sand | U-0066 | Laboratorio o zona tecnica | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0253 | Terminal + Holocinta/Nota/Entrada | Registro local de Fort Hagen satellite array — Oficinas y cuartos laterales | Fort Hagen satellite array | U-0068 | Oficinas y cuartos laterales | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0254 | Terminal + Holocinta/Nota/Entrada | Registro local de Fort Hagen satellite array — Sala de seguridad/terminales | Fort Hagen satellite array | U-0068 | Sala de seguridad/terminales | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0255 | Terminal + Holocinta/Nota/Entrada | Registro local de Fort Hagen satellite array — Centro de mando | Fort Hagen satellite array | U-0068 | Centro de mando | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0256 | Terminal + Holocinta/Nota/Entrada | Registro local de Relay tower 0BB-915 — Vestibulo / recepcion | Relay tower 0BB-915 | U-0069 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0257 | Terminal + Holocinta/Nota/Entrada | Registro local de Relay tower 0BB-915 — Cuartos u oficinas | Relay tower 0BB-915 | U-0069 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0258 | Terminal + Holocinta/Nota/Entrada | Registro local de Fort Hagen filling station — Oficinas y cuartos laterales | Fort Hagen filling station | U-0070 | Oficinas y cuartos laterales | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0259 | Terminal + Holocinta/Nota/Entrada | Registro local de Fort Hagen filling station — Sala de seguridad/terminales | Fort Hagen filling station | U-0070 | Sala de seguridad/terminales | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0260 | Terminal + Holocinta/Nota/Entrada | Registro local de Fort Hagen filling station — Centro de mando | Fort Hagen filling station | U-0070 | Centro de mando | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0261 | Terminal + Holocinta/Nota/Entrada | Registro local de Fort Hagen — Oficinas y cuartos laterales | Fort Hagen | U-0071 | Oficinas y cuartos laterales | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0262 | Terminal + Holocinta/Nota/Entrada | Registro local de Fort Hagen — Sala de seguridad/terminales | Fort Hagen | U-0071 | Sala de seguridad/terminales | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0263 | Terminal + Holocinta/Nota/Entrada | Registro local de Fort Hagen — Centro de mando | Fort Hagen | U-0071 | Centro de mando | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0264 | Terminal + Holocinta/Nota/Entrada | Registro local de Boston mayoral shelter — Punto de control exterior | Boston mayoral shelter | U-0073 | Punto de control exterior | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 0-1 AP para entrar o posicionarse | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0265 | Terminal + Holocinta/Nota/Entrada | Registro local de Boston mayoral shelter — Sala de mando / comunicaciones | Boston mayoral shelter | U-0073 | Sala de mando / comunicaciones | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0266 | Terminal + Holocinta/Nota/Entrada | Registro local de Boston mayoral shelter — Torretas / sensores / terminales | Boston mayoral shelter | U-0073 | Torretas / sensores / terminales | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0267 | Terminal + Holocinta/Nota/Entrada | Registro local de Weston water treatment plant — Recepcion u oficina | Weston water treatment plant | U-0075 | Recepcion u oficina | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0268 | Terminal + Holocinta/Nota/Entrada | Registro local de Weston water treatment plant — Laboratorio o zona tecnica | Weston water treatment plant | U-0075 | Laboratorio o zona tecnica | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0269 | Terminal + Holocinta/Nota/Entrada | Registro local de Relay tower 1DL-109 — Vestibulo / recepcion | Relay tower 1DL-109 | U-0077 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0270 | Terminal + Holocinta/Nota/Entrada | Registro local de Relay tower 1DL-109 — Cuartos u oficinas | Relay tower 1DL-109 | U-0077 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0271 | Terminal + Holocinta/Nota/Entrada | Registro local de Oberland Station — Vestibulo o control de acceso | Oberland Station | U-0078 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0272 | Terminal + Holocinta/Nota/Entrada | Registro local de Oberland Station — Sala tecnica / generadores | Oberland Station | U-0078 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0273 | Terminal + Holocinta/Nota/Entrada | Registro local de Oberland Station — Oficinas o sala de seguridad | Oberland Station | U-0078 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0274 | Terminal + Holocinta/Nota/Entrada | Registro local de Vault 81 — Vestibulo o control de acceso | Vault 81 | U-0081 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0275 | Terminal + Holocinta/Nota/Entrada | Registro local de Vault 81 — Sala tecnica / generadores | Vault 81 | U-0081 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0276 | Terminal + Holocinta/Nota/Entrada | Registro local de Vault 81 — Oficinas o sala de seguridad | Vault 81 | U-0081 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0277 | Terminal + Holocinta/Nota/Entrada | Registro local de Mahkra Fishpacking — Oficina o edificio principal | Mahkra Fishpacking | U-0084 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0278 | Terminal + Holocinta/Nota/Entrada | Registro local de Dunwich Borers — Oficina o edificio principal | Dunwich Borers | U-0085 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0279 | Terminal + Holocinta/Nota/Entrada | Registro local de Hugo's Hole — Oficina o edificio principal | Hugo's Hole | U-0086 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0280 | Terminal + Holocinta/Nota/Entrada | Registro local de Museum of Witchcraft — Oficina o edificio principal | Museum of Witchcraft | U-0087 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0281 | Terminal + Holocinta/Nota/Entrada | Registro local de Sandy Coves Convalescent Home — Oficina o edificio principal | Sandy Coves Convalescent Home | U-0088 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0282 | Terminal + Holocinta/Nota/Entrada | Registro local de Salem — Oficina o edificio principal | Salem | U-0089 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0283 | Terminal + Holocinta/Nota/Entrada | Registro local de Rook family house — Oficina o edificio principal | Rook family house | U-0090 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0284 | Terminal + Holocinta/Nota/Entrada | Registro local de Crater house — Vestibulo / recepcion | Crater house | U-0091 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0285 | Terminal + Holocinta/Nota/Entrada | Registro local de Crater house — Cuartos u oficinas | Crater house | U-0091 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0286 | Terminal + Holocinta/Nota/Entrada | Registro local de Hub City Auto Wreckers — Oficina o edificio principal | Hub City Auto Wreckers | U-0092 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0287 | Terminal + Holocinta/Nota/Entrada | Registro local de Lynn Pier parking — Oficina o edificio principal | Lynn Pier parking | U-0093 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0288 | Terminal + Holocinta/Nota/Entrada | Registro local de Longneck Lukowski's Cannery — Oficina o edificio principal | Longneck Lukowski's Cannery | U-0094 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0289 | Terminal + Holocinta/Nota/Entrada | Registro local de Kingsport Lighthouse — Vestibulo / recepcion | Kingsport Lighthouse | U-0095 | Vestibulo / recepcion | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0290 | Terminal + Holocinta/Nota/Entrada | Registro local de Kingsport Lighthouse — Cuartos u oficinas | Kingsport Lighthouse | U-0095 | Cuartos u oficinas | Terminal: Si/posible; Alijo: Posible; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: comida/medicina domestica; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0291 | Terminal + Holocinta/Nota/Entrada | Registro local de Gibson Point Pier — Oficina o edificio principal | Gibson Point Pier | U-0097 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0292 | Terminal + Holocinta/Nota/Entrada | Registro local de Revere Beach station — Vestibulo o control de acceso | Revere Beach station | U-0098 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0293 | Terminal + Holocinta/Nota/Entrada | Registro local de Revere Beach station — Sala tecnica / generadores | Revere Beach station | U-0098 | Sala tecnica / generadores | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0294 | Terminal + Holocinta/Nota/Entrada | Registro local de Revere Beach station — Oficinas o sala de seguridad | Revere Beach station | U-0098 | Oficinas o sala de seguridad | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0295 | Terminal + Holocinta/Nota/Entrada | Registro local de Libertalia — Oficina o edificio principal | Libertalia | U-0099 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0296 | Terminal + Holocinta/Nota/Entrada | Registro local de Nahant Wharf — Oficina o edificio principal | Nahant Wharf | U-0100 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0297 | Terminal + Holocinta/Nota/Entrada | Registro local de Nahant Sherrif's Department — Oficina o edificio principal | Nahant Sherrif's Department | U-0101 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0298 | Terminal + Holocinta/Nota/Entrada | Registro local de Croup Manor — Oficina o edificio principal | Croup Manor | U-0102 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0299 | Terminal + Holocinta/Nota/Entrada | Registro local de Nahant Chapel — Oficina o edificio principal | Nahant Chapel | U-0103 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0300 | Terminal + Holocinta/Nota/Entrada | Registro local de Nahant Oceanological Society — Oficina o edificio principal | Nahant Oceanological Society | U-0104 | Oficina o edificio principal | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP si esta conectado; +1 AP para registrar/interactuar | OPERATIVO_ATLAS_NO_CANONICO |
| COL-0301 | Terminal + Holocinta/Nota/Entrada | Registro local de East Boston police station — Vestibulo o control de acceso | East Boston police station | U-0105 | Vestibulo o control de acceso | Terminal: Si/posible; Alijo: No; Contenedor: Si; Objeto especial: holocinta/nota/entrada posible; Recurso: No; POI: Si | 1 AP entre elementos conectados; +1 AP por escombros, sigilo o sobrecarga | OPERATIVO_ATLAS_NO_CANONICO |
